CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,POR_MADUREZ
09-20-0053-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO_PRIVADO_URBANO_MIXTO_LA_MONTAС,KILӍETRO_2.5_CARRETERA_A_CHUATUJ,78237497,AMANDA_CAROLINA_LOPEZ_MERIDA,DORA_ELIZABETH_ESTRADA_TRANGAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0057-46,09-028,QUETZALTENANGO,COATEPEQUE,LICEO_SANTANDER_COATEPEQUE,6A._CALLE_1-25_ZONA_1_CALZADA_ALVARO_ARZڼ,77750742,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,ERICKA_JAEL_REYES_PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0063-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0064-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO_MARIA_AUXILIADORA,8A._CALLE_1-23_ZONA_1_BARRIO_INDEPENDENCIA,77752866,AMANDA_CAROLINA_LOPEZ_MERIDA,LINDSAY_ROCIO_FERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0066-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_DIVERSIFICADO_POR_COOPERATIVA_DE_ENSEÑANZA,3RA._AV._FINAL_ZONA_4_BARRIO_COLOMBITA,11756001,AMANDA_CAROLINA_LOPEZ_MERIDA,RONALD_NEHEḾS_FUENTES_CLEMENTE,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0067-46,09-030,QUETZALTENANGO,COATEPEQUE,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,ALDEA_LA_FELICIDAD_SECTOR_I,54131056,DAVID_FEDERICO_CIFUENTES_HURTADO,FIDENCIA_DE_LEON_BARRIOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0068-46,09-031,QUETZALTENANGO,COATEPEQUE,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,ALDEA_SAN_RAFAEL_PACAYA_II,59678878,YOMAR_EFRAIN_FLORES_BARBERENA,BRUNO_ESTUARDO_CASTILLO_OROZCO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0069-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_DE_SUPERACION_DE_OCCIDENTE,11_CALLE_1-05_ZONA_3_BARRIO_SAN_FRANCISCO,77756103,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EDUARDO_CRUZ_MANRIQUE_SOFOIFA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0074-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_CIENCIAS_APRENDIZAJE_Y_TECNOLOGICO_ICAT,2A._AV._3-01_ZONA_1,55954841,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,LUĆ_BEATR͚_AANGEL_RU͚,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0076-46,09-031,QUETZALTENANGO,COATEPEQUE,COLEGIO_EDUCATIVO_MIXTO_ANGEL_DE_JEHOVA_CEMAJ,ALDEA_SAN_RAFAEL_PACAY`NO._2,45454204,YOMAR_EFRAIN_FLORES_BARBERENA,DAYRIN_MAYRODY_BORRAYES_SOPON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0078-46,09-030,QUETZALTENANGO,COATEPEQUE,INSTITUTO_DE_EDUCACION_DIVERSIFICADO_POR_COOPERATIVA_DE_ENSEÑANZA_LA_UNION,LA_UNION_ZONA_5,42114298,DAVID_FEDERICO_CIFUENTES_HURTADO,WILLIAN_DE_LEON_BARRIOS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0079-46,09-031,QUETZALTENANGO,COATEPEQUE,COLEGIO_CRISTIANO_MIXTO_SHALOM,KILOMETRO_1_CARRETERA_A_CHUATUJ,59404336,YOMAR_EFRAIN_FLORES_BARBERENA,SANDRA_YOLANDA_VILLAGRN_OCHOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0083-46,09-028,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_PRIVADO_DEL_SUR,7A_CALLE_5-35_ZONA_1,47475448,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,MARIO_ROBERTO_MINCHEZ_CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0084-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0086-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0087-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNOLOGICO_PRIVADO_DE_COATEPEQUE,9A._AV._1-34_ZONA_1,77755176,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,BILMA_LOIDY_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0088-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNOLOGICO_PRIVADO_DE_COATEPEQUE,9A._AV._1-34_ZONA_1,77755176,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,BILMA_LOIDY_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0093-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNICO_ASTURIAS,3A._AV._7-06_ZONA_6,42376340,AMANDA_CAROLINA_LOPEZ_MERIDA,LILIAN_NINETH_ARREAGA_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0094-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNICO_ASTURIAS_POR_MADUREZ,3A._AV._7-06_ZONA_6,55957370,AMANDA_CAROLINA_LOPEZ_MERIDA,LILIAN_NINETH_ARREAGA_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,True
09-20-0098-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNICO_ASTURIAS,3A._AV._7-06_ZONA_6,55957370,AMANDA_CAROLINA_LOPEZ_MERIDA,LILIAN_NINETH_ARREAGA_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0101-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_CIENCIAS_APRENDIZAJE_Y_TECNOLOGICO_ICAT,2DA._AV._3-01_ZONA_1_BARRIO_LA_BATALLA,55954841,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,LUĆ_BEATR͚_AANGEL_RU͚,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0102-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNICO_PRIVADO_MARIANO_GALVEZ,1ERA._AV._11_CALLE_1-05_ZONA_3_BARRIO_SAN_FRANCISCO,77757007,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EDUARDO_CRUZ_MANRIQUE_SOFOIFA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0104-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2DA._CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0109-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_LICEO_INTEGRAL_KAIROS,ALDEA_SAN_VICENTE_PACAY|,40772475,YOMAR_EFRAIN_FLORES_BARBERENA,ZOILA_MARIBEL_OXLAJ_ZڑIGA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0110-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_LICEO_INTEGRAL_KAIROS,ALDEA_SAN_VICENTE_PACAY|,40772475,YOMAR_EFRAIN_FLORES_BARBERENA,ZOILA_MARIBEL_OXLAJ_ZڑIGA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0116-46,09-012,QUETZALTENANGO,COATEPEQUE,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEXCOATEPEQUE,BARRIO_AURORA_ZONA_8,43630967,JUAN_JOSE_COLOP_COLOP,ZOILA_MAGDALENA_MONZON_CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0119-46,09-030,QUETZALTENANGO,COATEPEQUE,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADO,ALDEA_LAS_PALMAS,42273805,DAVID_FEDERICO_CIFUENTES_HURTADO,ASTRID_AMANDA_GARĆ_VELSQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0121-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO_EDUCATIVO_PRIVADO_DEL_SUR,6TA_CALLE_8-337_ZONA_1,55147265,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,FLORIDALMA_GONZLEZ_PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0126-46,09-012,QUETZALTENANGO,COATEPEQUE,CEEXCOATEPEQUE,3RA_AV._5-00_BARRIO_SAN_FRANCISCO,34988123,JUAN_JOSE_COLOP_COLOP,MARTA_VIRGINIA_BARRIOS_SNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,False
09-20-0127-46,09-028,QUETZALTENANGO,COATEPEQUE,FORMACION_SECRETARIAL_ADSCRITA_A_LA_ESCUELA_NACIONAL_DE_CIENCIAS_COMERCIALES,7A._CALLE_1-42_ZONA_6_COLONIA_MIGUEL_NGEL_ASTURIAS,47917940,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EDI_RUPERTO_MAZARIEGOS_SANTOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0129-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_COALTEPEC,13_CALLE_9-20_ZONA_2_RESIDENCIALES_VALLE_VERDE,55378953,AMANDA_CAROLINA_LOPEZ_MERIDA,MARCO_ANTONIO_GRAMAJO_QUIROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(UN_DIA_LA_SEMANA),QUETZALTENANGO,False
09-20-0131-46,09-031,QUETZALTENANGO,COATEPEQUE,COLEGIO_EDUCATIVO_MIXTO_ANGEL_DE_JEHOV`CEMAJ,ALDEA_SAN_RAFAEL_PACAY`NO._2,45454204,YOMAR_EFRAIN_FLORES_BARBERENA,DAYRIN_MAYRODY_BORRAYES_SOPON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(UN_DIA_LA_SEMANA),QUETZALTENANGO,False
09-20-0132-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNOLOGICO_PRIVADO_DE_COATEPEQUE,9A._AV._1-34_ZONA_1_COLONIA_SANTA_ELENA_BARRIO_SAN_MARCOS,77755176,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,BILMA_LOIDY_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0134-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_DE_SUPERACION_DE_OCCIDENTE,1A._AV._11_CALLE_1-05_ZONA_3_BARRIO_SAN_FRANCISCO,77756103,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EDUARDO_CRUZ_MANRIQUE_SOFOIFA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0135-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNICO_ASTURIAS,3RA._AV._7-06-ZONA_6,55957370,AMANDA_CAROLINA_LOPEZ_MERIDA,LILIAN_NINETH_ARREAGA_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0137-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2DA_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(UN_DIA_LA_SEMANA),QUETZALTENANGO,False
09-20-0141-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO_EVANGEMICO_MIXTO_GETSEMANI,11_AV._6-27_ZONA_1,77757169,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,DORIS_EUNICE_GONZLEZ_MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0144-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_LICEO_INTEGRAL_KAIROS,SAN_VICENTE_PACAY|,57868120,YOMAR_EFRAIN_FLORES_BARBERENA,ZOILA_MARIBEL_OXLAJ_ZڑIGA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0147-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_BACHILLERATO_POR_MADUREZ_COATEPEQUE,7A._CALLE_8-68_ZONA_1_BARRIO_LAS_CASAS,77753290,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,JULIO_CEAR_AVALOS_VSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,True
09-20-0148-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_CIENCIAS_APRENDIZAJE_Y_TECNOLOGICO_ICAT,2A._AV._3-01_BARRIO_LA_BATALLA,58349947,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,LUĆ_BEATR͚_AANGEL_RU͚,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0151-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO_EDUCATIVO_PRIVADO_DEL_SUR,6A._CALLE_8-337_ZONA_1_BARRIO_LAS_CASAS,59553594,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,FLORIDALMA_GONZLEZ_PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0154-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_COALTEPEC,13_CALLE_9-20_ZONA_2_RESIDENCIALES_VALLE_VERDE,55378953,AMANDA_CAROLINA_LOPEZ_MERIDA,MARCO_ANTONIO_GRAMAJO_QUIROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0156-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_LOS_ALPES,SECTOR_SAN_VICENTE_CAСLES_CANTON_NUEVO_CHUATUJ_ZONA_7,30477438,YOMAR_EFRAIN_FLORES_BARBERENA,LINDSAY_ROCIO_FERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0157-46,09-028,QUETZALTENANGO,COATEPEQUE,CENTRO_EDUCATIVO_PRIVADO_DEL_SUR,7A._CALLE_5-35_ZONA_1_BARRIO_LAS_CASAS,47475448,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,MARIO_ROBERTO_MINCHEZ_CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),QUETZALTENANGO,False
09-20-0652-46,09-028,QUETZALTENANGO,COATEPEQUE,ESCUELA_NACIONAL_DE_CIENCIAS_COMERCIALES,7A._CALLE_1-42_ZONA_6_COLONIA_MIGUEL_ANGEL_ASTURIAS,77755326,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EDI_RUPERTO_MAZARIEGOS_SANTOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0653-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_EDUCACION_DIVERSIFICADA_HUMANIDADES,2A_CALLE_6-33_ZONA_1,77755312,AMANDA_CAROLINA_LOPEZ_MERIDA,YOLANDA_AMPARO_AVENDAÑO_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0654-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNOLOGICO_PRIVADO_DE_COATEPEQUE,9_AV.1-34_ZONA_1_COLONIA_SANTA_ELENA_BARRIO_LA_ESPERANZA.,77755176,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,BILMA_LOIDY_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0655-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_RAFAEL_AREVALO_MARTINEZ,3A_AV.10-59_ZONA_4_BARRIO_COLOMBITA,77756123,AMANDA_CAROLINA_LOPEZ_MERIDA,MIRNA_LORENA_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0656-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_RAFAEL_AREVALO_MARTINEZ,3A_AV.10-59_ZONA_4_BARRIO_COLOMBITA,77756123,AMANDA_CAROLINA_LOPEZ_MERIDA,.,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0657-46,09-,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_EDUCACION_DIVERSIFICADA_RAFAEL_AREVALO_MARTINEZ,3A_AV.0_CALLE_ZONA_3,00000000,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0659-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0660-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0661-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PARTICULAR_MIXTO_PEDRO_MOLINA,2A_CALLE_3-60_ZONA_1_BARRIO_LA_BATALLA,77751242,AMANDA_CAROLINA_LOPEZ_MERIDA,JULIA_PATRICIA_HERNNDEZ_VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0664-46,09-,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_EDUCACION_DIVERSIFICADA_CENTROAMERICANO,2A_CALLE_6-33_ZONA_1,00000000,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0665-46,09-031,QUETZALTENANGO,COATEPEQUE,LICEO_COATEPEQUE,6A_AV._FINAL_8-142_ZONA_1,77751054,YOMAR_EFRAIN_FLORES_BARBERENA,ASTRID_MABELLY_RIVERA_DE_LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0820-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO_MIXTO_EVAANGELICO_JERUSALEM,3A._CALLE_10-40_ZONA_1_COLONIA_SANTA_ELENA,77756467,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,EVELIN_CAROLINA_SANTIAGO_GӍEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0824-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_TECNOLOGICO_PRIVADO_DE_COATEPEQUE,9A._AV._1-34_ZONA_1_COLONIA_SANTA_ELENA_BARRIO_LA_ESPERANZA,77755176,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,BILMA_LOIDY_LӐEZ_MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-0870-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO_PRIVADO_MIXTO_DE_BACHILLERATO_POR_MADUREZ_COATEPEQUE,7A._CALLE_8-68_ZONA_1,77752690,MANFIELD_FRANCISCO_CASTAÑON_DE_LEON,JULIO_CEAR_AVALOS_VSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,True
09-20-0890-46,09-,QUETZALTENANGO,COATEPEQUE,COLEGIO_MARIA_AUXILIADORA,8A._CALLE_1-23_ZONA_1_BARRIO_LA_INDEPENDENCIA,77751295,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,False
09-20-1000-46,09-031,QUETZALTENANGO,COATEPEQUE,COLEGIO_MIXTO_EVAANGELICO_JERUSALEM,3A._CALLE_10-40_ZONA_1_COLONIA_SANTA_ELENA,77756467,YOMAR_EFRAIN_FLORES_BARBERENA,EVELIN_CAROLINA_SANTIAGO_GӍEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO,False
